FourLetId,ThreeLetId,Lat,Lon,PointGeoRefId,AirportGeoRefId
00C ,AMK,37.2032592593,-107.869212963,2587,
00M ,,31.9538425926,-89.2353703704,510001,
00R ,,30.6858796296,-95.0180277778,510002,
00V ,,38.9458796296,-104.5700092593,396,
01G ,,42.7415046296,-78.0522175926,510003,
01M ,,34.4916666667,-88.2011111111,510004,
02A ,,32.8506203704,-86.6114675926,510005,
02C ,,43.0875185185,-88.1779305556,510006,
02G ,,40.6734861111,-80.6414166667,2591,
03B ,,37.1268518519,-92.6217592593,510007,
03D ,,40.4472222222,-92.2269444444,510008,
04A ,,31.7363888889,-86.2626388889,510009,
04G ,,41.1306018519,-80.6196759259,1902,
04M ,,33.9301388889,-89.3434259259,510010,
04Y ,,46.883962963,-96.3504351852,510011,
05C ,,41.5199212963,-87.3995509259,510012,
05D ,,47.9669675926,-102.4780787037,510013,
05U ,EUE,39.6037962963,-116.0036111111,8417,
06A ,,32.4606018519,-85.6800601852,510014,
06C ,,41.9894583333,-88.1013287037,510015,
06D ,,48.8845833333,-99.6208796296,510016,
06FA,,26.9084305556,-80.3289722222,510017,
06M ,,33.5349074074,-89.3131481481,510018,
06U ,KPT,41.9761481481,-114.6581157407,8483,
07A ,,32.166912037,-85.8098287037,510019,
07F ,,32.5289907407,-94.9717962963,510020,
07FA,,25.3254675926,-80.2748101852,834,
07K ,,41.1126851852,-98.0517592593,510021,
07MT,,48.4212916667,-106.527837963,2676,
07R ,,27.6102777778,-97.7525462963,510022,
07V ,,37.5239675926,-105.009337963,510023,
08A ,,32.5294444444,-86.3283333333,510024,
08C ,,42.935875,-85.8050601852,510025,
08D ,,48.300962963,-102.4065138889,510026,
08K ,,40.6515694444,-98.0798287037,510027,
08M ,,32.761712963,-89.530462963,510028,
08MS,,34.6622222222222,-89.8683333333333,,
09A ,,32.119412037,-88.127625,510029,
09J ,,31.0744907407,-81.4277777778,510030,
09K ,,41.6350462963,-99.3422685185,510031,
09M ,,33.9915277778,-90.0787037037,510032,
09R ,,30.7748657407,-94.4589953704,510033,
0A2 ,,34.0905555556,-82.5653240741,510034,
0A3 ,,35.9853333333,-85.8094212963,510035,
0A4 ,,36.363787037,-82.3091157407,510036,
0A7 ,,35.3076944444,-82.4332546296,510037,
0A8 ,,32.9371203704,-87.0907268519,510038,
0A9 ,,36.3712962963,-82.1734722222,510039,
0B1 ,,44.4252777778,-70.8100462963,510040,
0B4 ,,42.6031111111,-97.2536111111,510041,
0B5 ,,42.5915324074,-72.5229259259,510042,
0C4 ,,42.1134768519,-96.727837963,510043,
0D8 ,,44.9868055556,-99.952962963,510044,
0E0 ,,34.9823148148,-106.0050462963,510045,
0E8 ,,35.7177638889,-108.2017361111,510046,
0F2 ,,33.6016666667,-97.7755648148,510047,
0F3 ,RTL,43.387625,-95.1393425926,510048,
0F4 ,,41.2866851852,-98.9903564815,510049,
0F7 ,,35.3887037037,-95.6002777778,510050,
0F9 ,,34.1986111111,-96.674537037,510051,
0G3 ,,40.4010231481,-96.1705509259,510052,
0G6 ,,41.4673611111,-84.5068518519,510053,
0G7 ,,42.8836712963,-76.7812731481,510054,
0H1 ,,39.0044583333,-99.8929814815,510055,
0I8 ,,38.3661990741,-84.2833518519,510056,
0J4 ,,31.0426435185,-86.3116759259,510057,
0J6 ,,31.3643009259,-85.3116944444,510058,
0J9 ,,40.8678703704,-97.3542407407,510059,
0K7 ,HUD,42.73625,-94.2454027778,510060,
0L7 ,,35.7684166667,-115.3297685185,510061,
0L9 ,,36.3112592593,-114.464037037,510062,
0M0 ,,33.8847731481,-91.5345787037,510063,
0M2 ,,36.4753703704,-89.3464351852,510064,
0M3 ,,35.5460648148,-87.5973935185,510065,
0M4 ,,36.0096064815,-88.1247314815,510066,
0M5 ,,36.1167175926,-87.7382314815,510067,
0M8 ,,32.825912037,-91.1877731481,510068,
0M9 ,,32.4108333333,-91.4986574074,510069,
0O2 ,,35.2863888889,-116.0815277778,510070,
0Q5 ,,40.0277407407,-124.0733842593,510071,
0R0 ,,31.2970509259,-89.8128611111,510072,
0R1 ,,31.016287037,-87.4468194444,510073,
0R3 ,,29.9759259259,-92.0842592593,510074,
0R4 ,,31.5619444444,-91.5064351852,510075,
0R5 ,,31.9636944444,-92.6604351852,510076,
0R6 ,,33.5226851852,-92.4602777778,510077,
0R7 ,,31.9904583333,-93.3076805556,510078,
0S0 ,,46.9769583333,-118.5872361111,510079,
0S7 ,,48.9590138889,-119.4119722222,510080,
0S9 ,TWD,48.0539398148,-122.8107037037,510081,
0TE7,,30.251912037,-98.6225509259,510082,
0TX1,,32.354125,-97.6764305556,510083,
0V3 ,,40.5150462963,-98.9456944444,510084,
0V4 ,,37.1417592593,-79.0163888889,510085,
0V6 ,,43.3069490741,-100.628287037,510086,
0V7 ,MVM,36.7097222222,-110.2368842593,510087,
0VG ,,36.654212963,-83.2178703704,510088,
10G ,,40.5373148148,-81.9544907407,510089,
10U ,,41.9533518519,-116.1876666667,510090,
11A ,,31.8833333333,-85.4853703704,510091,
11R ,,30.2198287037,-96.3745601852,510092,
12A ,,35.1775509259,-92.3351111111,510093,
12D ,,47.8182222222,-92.2862222222,510094,
12G ,,40.8729166667,-82.6975,510095,
12J ,,31.0508333333,-87.0660648148,510096,
12K ,,40.0465277778,-98.0601851852,510097,
12V ,,38.4409259259,-82.2009259259,510098,
12Y ,,44.437625,-93.9129027778,510099,
13C ,,43.4522638889,-85.2648564815,510100,
13K ,,37.851712963,-96.2917175926,510101,
14A ,,35.6140416667,-80.8996064815,510102,
14F ,,32.8498287037,-100.1368240741,510103,
14G ,,41.3331018519,-83.16125,510104,
14J ,,31.4100694444,-86.090375,510105,
14M ,,33.1827037037,-90.8307222222,510106,
14Y ,,45.8983935185,-94.8740324074,510107,
15F ,,33.1915509259,-99.7179351852,510108,
15J ,,31.1378240741,-83.4531111111,510109,
15M ,,34.772375,-88.1659027778,510110,
16D ,,46.6042824074,-95.6045138889,510111,
16G ,,41.0941666667,-83.2125,510112,
16J ,,31.7434398148,-84.4193657407,510113,
16X ,,33.0806481481,-97.3584722222,510114,
17FL,,29.2804212963,-82.124875,510115,
17G ,,40.7816666667,-82.9748611111,510116,
17J ,,31.0069907407,-84.8776851852,510117,
17K ,,36.7743888889,-102.5105416667,510118,
17M ,,31.8629027778,-89.8006296296,510119,
17N ,,39.7056064815,-75.0331527778,510120,
17V ,,40.6244444444,-102.6081018519,510121,
17XS,,32.1777777778,-98.435,510122,
18A ,,34.3404166667,-83.1309722222,510123,
18AZ,,33.8180555555556,-111.898055555556,,
18I ,,36.6953703704,-84.3914814815,510124,
18V ,,40.1028703704,-104.70125,510125,
19A ,,34.1758842593,-83.5617361111,510126,
19M ,,33.1255833333,-90.0255601852,510127,
19N ,,39.7785185185,-74.9478240741,510128,
19S ,,37.4969768519,-100.8329953704,510129,
1A0 ,,35.1876157407,-85.1778888889,510130,
1A3 ,,35.0159907407,-84.3469398148,510131,
1A4 ,,31.1027777778,-86.0622222222,510132,
1A5 ,,35.2226944444,-83.4191805556,510133,
1A6 ,,36.6106944444,-83.7375462963,510134,
1A7 ,,36.3968981481,-85.6414814815,510135,
1A9 ,,32.4387962963,-86.5128240741,510136,
1B0 ,,45.0043055556,-69.2370833333,510137,
1B1 ,HCC,42.2914351852,-73.7103703704,510138,
1B6 ,,42.1065509259,-71.5101481481,510139,
1B9 ,,42.000212963,-71.1968425926,510140,
1C1 ,,40.449037037,-88.1278981481,510141,
1C5 ,,41.6960694444,-88.1292731481,510142,
1CO5,,38.0152916667,-103.6992685185,510143,
1D1 ,,45.2306481481,-96.56625,510144,
1D3 ,,43.4035092593,-98.829587963,510145,
1D7 ,,45.2926388889,-97.5139166667,510146,
1D8 ,,44.8626435185,-98.5296018519,510147,
1F0 ,AHD,34.1470185185,-97.1227546296,2295,
1F4 ,,34.1404861111,-96.8120925926,510148,
1F5 ,,39.3650601852,-100.439087963,510149,
1G0 ,,41.3911111111,-83.6302314815,510150,
1G1 ,,41.3316203704,-82.1004166667,510151,
1G3 ,,41.1513888889,-81.4151851852,510152,
1G4 ,,35.9904444444,-113.8164490741,510153,
1G5 ,,41.1314814815,-81.7650462963,510154,
1H0 ,,38.7267592593,-90.5083796296,510155,
1H2 ,,39.0705648148,-88.5336435185,510156,
1H3 ,,38.471712963,-91.8172685185,510157,
1H5 ,,36.9897361111,-91.9542037037,510158,
1H8 ,,39.3025138889,-88.0041759259,510159,
1I7 ,,39.7125648148,-87.4014166667,510160,
1J0 ,,30.8459259259,-85.6013888889,510161,
1K1 ,,37.77525,-97.1134398148,510162,
1K2 ,,34.8494583333,-97.5853009259,510163,
1K4 ,,35.1551111111,-97.4704722222,510164,
1K7 ,,37.580787037,-95.8372222222,510165,
1K8 ,,36.5418009259,-95.0212314815,510166,
1K9 ,,37.4566666667,-100.9847222222,510167,
1L0 ,,30.0870462963,-90.5829166667,510168,
1L1 ,,37.787625,-114.421837963,510169,
1L3 ,,35.4446157407,-114.9095925926,510170,
1L7 ,,37.7453611111,-111.5702777778,510171,
1L8 ,,37.1390462963,-113.3064907407,510172,
1L9 ,,37.8598657407,-112.8162037037,510173,
1M2 ,,33.1453009259,-90.5152916667,510174,
1M4 ,,34.2803703704,-87.6005092593,510175,
1M5 ,,36.5929398148,-86.4770740741,510176,
1M9 ,,36.8178240741,-87.9075925926,510177,
1MO ,,37.1208287037,-92.3113333333,510178,
1N1 ,,35.0945231481,-106.1672638889,510179,
1N7 ,,40.9711574074,-74.9976388889,510180,
1O1 ,,34.2376481481,-98.7420509259,510181,
1O2 ,,38.9906481481,-122.9008333333,510182,
1O3 ,,38.2026435185,-121.269212963,510183,
1O4 ,,35.7347222222,-98.7306018519,510184,
1O5 ,,41.7305138889,-122.5455925926,510185,
1O8 ,,34.4586342593,-99.1714814815,510186,
1Q2 ,,40.6503240741,-120.768625,510187,
1Q4 ,,37.6792361111,-121.2998101852,510188,
1R1 ,,31.6674398148,-92.1576064815,510189,
1R4 ,,31.1265138889,-92.5014074074,510190,
1R7 ,,31.6058564815,-90.4094166667,510191,
1R8 ,,30.8704768519,-87.8194259259,510192,
1S3 ,,46.2711851852,-106.6238981481,510193,
1S5 ,,46.3271759259,-119.9704166667,510194,
1S9 ,,48.3142083333,-117.7434305556,510195,
1T7 ,,29.8118657407,-98.42625,510196,
1U2 ,,43.8483657407,-112.4993240741,510197,
1U7 ,,42.247287037,-111.3383981481,510198,
1V0 ,,36.8083425926,-107.6514814815,510199,
1V2 ,,42.0096064815,-101.769462963,510200,
1V6 ,CNE,38.4281898148,-105.1058472222,2437,
1V8 ,,37.7850462963,-106.0470833333,510201,
1X1 ,,36.1059490741,-100.0258055556,510202,
1Z1 ,,36.259875,-113.231462963,510203,
20A ,,33.9723842593,-86.3796018519,510204,
20GA,,33.7566666667,-84.8851064815,510205,
20M ,,33.1335416667,-88.535625,510206,
20N ,,41.985412037,-73.9644351852,510207,
20R ,,28.6979259259,-99.8178703704,510208,
20U ,,46.9252777778,-103.9821296296,510209,
20V ,,40.0537268519,-106.3689861111,510210,
21F ,,33.2288009259,-98.1467407407,510211,
22F ,,33.2293240741,-100.5688009259,510212,
22I ,,39.3281712963,-82.4419259259,510213,
22M ,,34.2760092593,-89.0384398148,510214,
22N ,,40.8095509259,-75.7615694444,510215,
22S ,,42.7180324074,-120.5629166667,510216,
23M ,,32.0849722222,-88.738962963,510217,
23R ,,29.1384351852,-98.942037037,510218,
24A ,,35.3175740741,-83.2100462963,510219,
24CL,,36.088712963,-119.541787037,510220,
24F ,,32.7443981481,-94.3048009259,510221,
24J ,,30.3002083333,-83.0248611111,510222,
24N ,,36.8286712963,-106.8842083333,510223,
24R ,,28.6857083333,-99.1892222222,510224,
25J ,,31.7002777778,-84.8250555556,510225,
25M ,,34.7222962963,-89.0150833333,510226,
25TS,,36.0917222222,-102.4158703704,510227,
26A ,,33.2876898148,-85.804287037,510228,
26R ,,29.0011111111,-96.5819722222,510229,
26U ,,42.0022222222,-117.7232916667,510230,
27A ,,34.0953287037,-82.8158842593,510231,
27K ,,38.2344444444,-84.4348611111,510232,
27R ,,30.8624027778,-100.6109166667,510233,
28J ,,29.6584166667,-81.6895416667,510234,
29D ,,41.1461574074,-80.1679166667,510235,
29G ,,41.2103055556,-81.2517824074,510236,
29S ,,45.0500787037,-110.7467407407,510237,
2A0 ,,35.486337963,-84.9312731481,510238,
2A1 ,,36.3498796296,-84.946837963,510239,
2A2 ,,35.6508287037,-92.4039490741,510240,
2A5 ,,35.9118657407,-79.6177407407,510241,
2A6 ,,34.5825925926,-91.1653703704,510242,
2B3 ,,43.3881805556,-72.1893148148,510243,
2B7 ,,44.7686574074,-69.3745833333,510244,
2C8 ,,48.7837962963,-97.6319907407,510245,
2D5 ,,46.1731527778,-98.08,510246,
2E3 ,,36.1773611111,-101.6945833333,510247,
2E5 ,,31.9476388889,-105.1916851852,510248,
2E7 ,,35.2470277778,-100.5441064815,510249,
2F0 ,IRB,30.9058194444,-101.8921574074,510250,
2F1 ,,35.2361944444,-100.1849166667,510251,
2F4 ,,33.1770972222,-101.8199861111,510252,
2F5 ,,32.7563888889,-101.9194907407,510253,
2F7 ,,33.292962963,-95.8964351852,510254,
2G2 ,,40.3594444444,-80.7001296296,510255,
2G4 ,ODM,39.5809861111,-79.3360046296,510256,
2G9 ,,40.0390462963,-79.0151759259,510257,
2GC ,,34.8937453704,-78.843662037,510258,
2H0 ,,39.4105277778,-88.845537037,510259,
2H2 ,,36.9623657407,-93.6953333333,510260,
2H9 ,,48.6652777778,-99.8532962963,510261,
2I0 ,,37.3559953704,-87.3983333333,510262,
2I3 ,,37.6098611111,-86.5073148148,510263,
2IS ,,26.7353009259,-81.0512037037,510264,
2J3 ,,32.9866435185,-82.3857638889,510265,
2J5 ,,32.8937037037,-81.965412037,510266,
2K3 ,,37.5854675926,-101.7323564815,510267,
2K4 ,,34.8926990741,-99.5283194444,510268,
2K9 ,,35.8329166667,-95.6675,510269,
2L0 ,,31.3423564815,-92.4437407407,510270,
2M0 ,,37.1152222222,-87.8571759259,510271,
2M2 ,,35.2343935185,-87.258037037,510272,
2M4 ,,32.3535740741,-89.4887268519,510273,
2M8 ,,35.2791203704,-89.9314351852,510274,
2MO ,,37.0684305556,-93.8850694444,510275,
2O1 ,,39.9438888889,-120.945462963,510276,
2O3 ,,38.5786388889,-122.4354305556,510277,
2O6 ,,37.1125925926,-120.2469583333,510278,
2O7 ,,36.8165462963,-118.2050740741,510279,
2O8 ,,35.5073935185,-98.3426064815,510280,
2R0 ,,31.6461018519,-88.6347777778,510281,
2R1 ,,29.8991898148,-91.6661111111,510282,
2R2 ,,39.7468518519,-86.4752777778,510283,
2R4 ,,30.6377037037,-86.9936805556,510284,
2R5 ,,30.5020833333,-88.2751851852,510285,
2R6 ,,30.9568009259,-92.2342407407,510286,
2R7 ,,30.8194444444,-90.1125,510287,
2R9 ,,28.8250138889,-97.8656018519,510288,
2RR ,,27.7822685185,-81.2053935185,510289,
2S7 ,CHZ,42.5832824074,-121.8761342593,510290,
2S8 ,,47.7542546296,-118.7430833333,510291,
2S9 ,,46.6976990741,-123.8234166667,510292,
2T1 ,,34.1852268519,-102.6412731481,510293,
2TA8,,26.8584212963,-98.2219583333,510294,
2V5 ,,40.1003518519,-102.2410462963,510295,
2V6 ,,40.1043287037,-102.713125,510296,
2VG2,,38.9718472222,-77.8698981481,510297,
2W5 ,,38.6007083333,-77.0730972222,510298,
2W6 ,,38.3154166667,-76.5501851852,510299,
2XA0,,33.9793055556,-99.7129351852,510300,
2XS2,,28.2634212963,-100.1629537037,510301,
2Y4 ,,42.3876527778,-94.6182037037,510302,
30K ,,37.9069907407,-100.5314351852,510303,
31E ,,39.6654768519,-74.3080185185,510304,
31VA,,37.0209074074,-76.5886203704,510305,
32A ,,35.086962963,-93.4275277778,510306,
32S ,,46.5251851852,-114.0528240741,510307,
33J ,,31.0525462963,-85.8690277778,510308,
33K ,,37.9090740741,-99.4031481481,510309,
33M ,,34.1668518519,-89.6862546296,510310,
33N ,,39.218337963,-75.5968287037,510311,
33R ,,31.0850277778,-95.1642453704,510312,
33S ,,47.1235324074,-118.3894351852,510313,
33U ,,40.917837963,-109.3907314815,510314,
33V ,,40.7502824074,-106.2715972222,510315,
34M ,,36.4862037037,-90.015787037,510316,
34R ,,29.3901157407,-96.956212963,510317,
35A ,,34.6869583333,-81.6412037037,510318,
35D ,,42.5305925926,-85.823837963,510319,
35S ,,45.589537037,-120.6741666667,510320,
36K ,,37.969537037,-101.2554166667,510321,
36S ,,41.7907638889,-123.3889814815,510322,
36U ,,40.4818981481,-111.4289351852,510323,
37F ,,33.4848796296,-99.5862546296,510324,
37K ,,33.9260648148,-97.2965277778,510325,
37T ,,36.1645833333,-92.1444907407,510326,
37V ,AHF,40.3394537037,-99.9065972222,510327,
37X ,,29.9934259259,-95.9303888889,510328,
38CA,,35.6917592593,-119.4887962963,510329,
38D ,,40.9481018519,-80.8621759259,510330,
38J ,,33.7286574074,-79.5160740741,510331,
38S ,,46.386787037,-112.764662037,510332,
38U ,,38.3626527778,-111.5961388889,510333,
39N ,PCT,40.399212963,-74.6590740741,510334,
3A1 ,,34.26875,-86.8581944444,510335,
3A2 ,,36.4101388889,-83.5555833333,510336,
3A4 ,,35.9420046296,-79.6856851852,510337,
3A7 ,,32.8210509259,-87.8625231481,510338,
3AU ,,37.671787037,-97.0779351852,510339,
3B0 ,,42.0965138889,-72.0397361111,510340,
3B1 ,,45.4631944444,-69.5517592593,510341,
3B3 ,,42.4259722222,-71.7929166667,510342,
3C8 ,,40.915162037,-72.7920648148,510343,
3CK ,,42.2069027778,-88.3231435185,510344,
3CM ,,43.5470833333,-83.8956527778,510345,
3CU ,,46.195212963,-91.2483703704,510346,
3DW ,,37.2217453704,-93.2478101852,510347,
3E0 ,,35.713962963,-100.6032824074,510348,
3F2 ,,32.4168842593,-99.0003888889,510349,
3F3 ,,32.0735601852,-93.7656759259,510350,
3F6 ,,34.0277222222,-100.2820416667,510351,
3F7 ,,35.8069768519,-96.4219814815,510352,
3F9 ,,32.676712963,-95.5109722222,510353,
3FU ,,45.0303935185,-99.1126805556,510354,
3G1 ,,42.044537037,-79.8539722222,510355,
3G3 ,,41.0032268519,-81.7564722222,510356,
3G4 ,,40.9031018519,-82.2556944444,510357,
3G5 ,,39.4501481481,-79.6664768519,510358,
3GM ,,43.0341666667,-86.1982407407,510359,
3GV ,,39.0155648148,-94.2134305556,510360,
3H4 ,,47.3595509259,-97.0605138889,510361,
3HO ,,41.5542268519,-87.2625601852,510362,
3I2 ,,38.9147685185,-82.09875,510363,
3I3 ,,39.5477916667,-87.3774398148,510364,
3I4 ,,38.2585231481,-80.6507083333,510365,
3I7 ,,39.9134259259,-84.4005046296,510366,
3J0 ,,32.8677777778,-81.0832314815,510367,
3J7 ,,33.5980972222,-83.1383981481,510368,
3JC ,,39.0434212963,-96.8434398148,510369,
3K3 ,,37.9916898148,-101.7463981481,510370,
3K7 ,,38.4581481481,-101.3508796296,510371,
3K8 ,,37.2280972222,-99.3310231481,510372,
3L2 ,,35.7954212963,-115.6272314815,510373,
3LF ,,39.1625,-89.6747685185,510374,
3M2 ,,34.1443981481,-87.3279166667,510375,
3M7 ,,36.5200462963,-86.0580555556,510376,
3M8 ,,33.3868101852,-88.0067083333,510377,
3M9 ,,33.5605555556,-92.085462963,510378,
3MY ,,40.7952777778,-89.6134722222,510379,
3N6 ,,40.3299953704,-74.3468657407,510380,
3N8 ,,47.2604675926,-95.9281435185,510381,
3O1 ,,37.2606018519,-120.9643055556,510382,
3O3 ,,34.9833611111,-97.3827314815,510383,
3O4 ,,35.167587963,-99.6579398148,510384,
3O9 ,NRI,36.5776296296,-94.8620555556,510385,
3P3 ,,46.3593472222,-102.3283703704,510386,
3R2 ,,30.1617824074,-92.4840092593,510387,
3R4 ,,31.544537037,-93.4860648148,510388,
3R7 ,,30.2428333333,-92.6736111111,510389,
3R9 ,,30.3576712963,-97.9944814815,510390,
3RC ,,44.473462963,-84.5669212963,510391,
3S4 ,,42.1037777778,-123.6825462963,510392,
3S8 ,,42.5101944444,-123.3881296296,510393,
3S9 ,,45.2466851852,-120.1664907407,510394,
3SQ ,,38.8486944444,-90.5001990741,510395,
3T3 ,,45.044125,-92.0204305556,510396,
3T5 ,,29.9081018519,-96.95,510397,
3TR ,NLE,41.8359583333,-86.2252916667,510398,
3U3 ,,46.1531851852,-112.8678796296,510399,
3U7 ,,47.4814814815,-112.8697962963,510400,
3U8 ,,48.1626527778,-110.1134027778,510401,
3V0 ,,43.7251666667,-103.3506018519,510402,
3W7 ,,47.9221111111,-119.0831712963,510403,
3W8 ,,45.8001527778,-99.6421435185,510404,
3Y2 ,,42.9851481481,-91.7906388889,510405,
3Y3 ,,41.3629444444,-94.021212963,510406,
40AR,,36.3966944444,-93.9098287037,510407,
40G ,,35.6507083333,-112.1482222222,510408,
40J ,FPY,30.0693518519,-83.5806018519,510409,
40U ,,40.9862268519,-109.6785787037,510410,
41A ,,32.5150925926,-85.87625,510411,
41F ,,34.0016203704,-101.3304166667,510412,
41N ,,41.2112037037,-80.9693194444,510413,
41U ,NTJ,39.329287037,-111.6147685185,510414,
42A ,,36.0710833333,-91.8302268519,510415,
42I ,,40.0070555556,-82.0124490741,510416,
42J ,,29.8447685185,-82.0475462963,510417,
42M ,,36.5223148148,-91.572037037,510418,
42U ,,41.1489768519,-111.7667453704,510419,
42V ,,40.0582314815,-101.5469444444,510420,
43A ,,35.3847962963,-79.7904351852,510421,
43B ,,44.7264351852,-67.9908333333,510422,
43D ,,47.3476157407,-118.6772407407,510423,
43U ,MSD,39.5266481481,-111.4762592593,510424,
44C ,,42.4977777778,-88.9676851852,510425,
44N ,,41.7075462963,-73.7381944444,510426,
44U ,SBO,39.029287037,-111.8383935185,510427,
45G ,,42.569875,-83.7786574074,510428,
45K ,,39.0947222222,-97.7206157407,510429,
45R ,,30.3364814815,-94.2575925926,510430,
46D ,,47.4511111111,-99.1514814815,510431,
46U ,,43.1847777778,-111.0425740741,510432,
47A ,,34.3106157407,-84.4239259259,510433,
47K ,,38.2092268519,-97.502875,510434,
47N ,JVI,40.5245277778,-74.5984305556,510435,
47V ,,40.6388425926,-100.4729166667,510436,
48A ,,32.4007314815,-83.2784583333,510437,
48D ,,43.8345046296,-84.7402592593,510438,
48I ,,38.6871111111,-80.6518240741,510439,
48K ,,38.4711111111,-99.9080555556,510440,
48S ,,48.56625,-108.7735185185,510441,
48Y ,,48.9975,-95.9808472222,510442,
49A ,,34.6279212963,-84.5250648148,510443,
49B ,,44.418162037,-103.3755648148,510444,
49R ,,29.7456481481,-99.7609305556,510445,
49X ,,34.5275185185,-114.4312268519,510446,
4A0 ,,33.5357407407,-84.1792175926,510447,
4A4 ,,34.01875,-85.1465277778,510448,
4A5 ,,35.8970138889,-92.659,510449,
4A6 ,,34.6887777778,-86.0059861111,510450,
4A7 ,,33.3892592593,-84.3324537037,510451,
4A9 ,,34.4737546296,-85.721412037,510452,
4B6 ,,43.8773148148,-73.4131944444,510453,
4B7 ,,43.8626018519,-73.7427175926,510454,
4B8 ,,41.6903703704,-72.8649074074,510455,
4C8 ,,40.9944583333,-92.7631018519,510456,
4D0 ,,42.7742268519,-84.733125,510457,
4E7 ,,46.0126388889,-98.5129444444,510458,
4F2 ,,32.17625,-94.2989351852,510459,
4F7 ,,33.8038888889,-93.3623148148,510460,
4F8 ,,33.443287037,-93.0543981481,510461,
4F9 ,,46.3468009259,-98.2837777778,510462,
4FL5,,27.7552777778,-81.5997222222,510463,
4G4 ,,40.9618796296,-80.6773981481,510464,
4G5 ,,39.7793240741,-81.1027824074,510465,
4G6 ,,42.3822685185,-77.6822222222,510466,
4G7 ,,39.4482407407,-80.1670833333,510467,
4G8 ,,41.3189351852,-81.9602777778,510468,
4I0 ,,37.6876712963,-82.2610648148,510469,
4I3 ,,40.3289351852,-82.52625,510470,
4I7 ,,39.6337037037,-86.8139351852,510471,
4I9 ,,40.5245833333,-82.8500925926,510472,
4J1 ,,31.2075740741,-81.9059861111,510473,
4J2 ,,31.2128287037,-83.2277546296,510474,
4J5 ,,30.8051388889,-83.5868981481,510475,
4J6 ,,30.7533935185,-81.5584212963,510476,
4J8 ,,32.3877916667,-82.5638333333,510477,
4K6 ,,40.732212963,-92.428412037,510478,
4LA3,,30.8077777778,-91.2133333333,510479,
4M1 ,,36.3814814815,-93.6246296296,510480,
4M2 ,,35.1495555556,-93.8622731481,510481,
4M3 ,,34.8083333333,-91.7122222222,510482,
4M7 ,,36.8000462963,-86.8102777778,510483,
4M9 ,,36.4042685185,-90.6480138889,510484,
4N1 ,,41.1284259259,-74.3466203704,510485,
4O4 ,,33.9094953704,-94.8594907407,510486,
4O5 ,,36.788212963,-98.3585509259,510487,
4P3 ,,44.0040277778,-96.5931342593,510488,
4R1 ,,31.0155833333,-89.4826111111,510489,
4R3 ,,31.4705648148,-87.8959490741,510490,
4R4 ,,30.4606481481,-87.8770833333,510491,
4R5 ,,46.7887037037,-90.7587962963,510492,
4R7 ,UCE,30.4663981481,-92.4239259259,510493,
4R9 ,,30.2606342593,-88.1276388889,510494,
4S1 ,GOL,42.4153101852,-124.4250555556,510495,
4S2 ,,45.6726990741,-121.5365138889,510496,
4S9 ,,45.2164675926,-122.5901388889,510497,
4T2 ,,32.9774305556,-97.4883703704,510498,
4U6 ,,47.418625,-105.5619444444,510499,
4U9 ,,44.735875,-112.7200231481,510500,
4V0 ,,40.0940416667,-108.7632222222,510501,
4V1 ,,37.6967592593,-104.7851805556,510502,
4V4 ,,47.7242777778,-97.5905185185,510503,
4V9 ,,42.1122685185,-98.0398148148,510504,
4X4 ,,44.0611759259,-98.5309305556,510505,
4Y4 ,,44.9125185185,-84.8764583333,510506,
50D ,,46.0092962963,-88.2739074074,510507,
50F ,,32.5818564815,-97.590912037,510508,
50I ,KKT,40.7588148148,-87.4283287037,510509,
50R ,,29.8503703704,-97.6725462963,510510,
51A ,,32.2836064815,-83.4386157407,510511,
51D ,,46.3486574074,-98.7355555556,510512,
51J ,,33.85375,-79.7681481481,510513,
51R ,,30.9128703704,-95.952037037,510514,
52A ,,33.6122453704,-83.4605555556,510515,
52F ,,33.0499259259,-97.23225,510516,
52J ,,34.2445138889,-80.2361666667,510517,
53A ,,32.302037037,-84.0076388889,510518,
54F ,,31.8819074074,-100.5404444444,510519,
54J ,,30.7311111111,-86.1538888889,510520,
54T ,,29.7616666667,-94.8465740741,510521,
55K ,,37.2692546296,-97.0933703704,510522,
55M ,,33.9264351852,-91.8611111111,510523,
55Y ,,43.8160046296,-91.8301574074,510524,
56D ,,40.8833796296,-83.3145925926,510525,
56F ,,32.8257314815,-100.4154583333,510526,
57C ,,42.7973101852,-88.3726944444,510527,
57S ,,48.4803657407,-115.9036203704,510528,
58M ,,39.574212963,-75.8698148148,510529,
5A1 ,,41.2447962963,-82.5513055556,510530,
5A4 ,,34.0159722222,-88.7262407407,510531,
5A6 ,,33.4651666667,-89.7303611111,510532,
5A9 ,,32.9335462963,-84.6889537037,510533,
5B2 ,,43.0508287037,-73.8617592593,510534,
5B5 ,,46.4945972222,-99.7601805556,510535,
5C1 ,,29.7239583333,-98.6947731481,510536,
5C3 ,,47.375462963,-94.7988425926,510537,
5C8 ,,47.3532314815,-101.0274675926,510538,
5F0 ,,32.5308101852,-92.9541527778,510539,
5F1 ,,33.2037685185,-101.3405046296,510540,
5F4 ,,32.788625,-93.0036944444,510541,
5F5 ,,32.3447037037,-93.8000138889,510542,
5G0 ,,42.9813842593,-77.9354305556,510543,
5G7 ,,40.8855555556,-83.8686574074,510544,
5H4 ,,47.7912962963,-99.931787037,510545,
